,Parsed_Text,label
52,according to eurostats flash estimates in the fourth quarter of 2019 employment expanded by 03 quarteronquarter while unemployment declined further to 74 in december the lowest level since may 2008,0
53,with the decline in unemployment and the tightening of labour markets labour cost pressures have strengthened,0
54,as a result an insufficiently positive inflation rate means that a negative areawide shock is more likely to result in higher unemployment than a smooth adjustment in real wages,0
55,and the workingage population in the euro area has for some time even been in decline,0
56,euro area unemployment at 74 is at its lowest level since may 2008,0
57,the unemployment rate stands at 74 its lowest since july 2008,0
58,15  ltv limits increase the resilience of the household sector reducing the risk of households finding themselves with negative equity if housing prices fall,0
59,4  and broader measures of unemployment that include for example involuntary parttime work remain well above headline unemployment,0
60,such differences not only matter for understanding how different types of households react differently to economic shocks evidence suggests that changes in the composition of the workforce can help explaining euro area wage growth at the aggregate level,0
61,5 the explanation is that lowincome households are substantially more likely to be unemployed at any point in time it follows that this group is more likely to benefit from the employment creation triggered by a monetary expansion,0
62,similarly the elasticity of labour income in relation to changes in aggregate gdp growth is significantly higher for workers in lowerincome households,0
63,this channel is heavily skewed towards lowerincome households who also tend to benefit disproportionately from a stronger labour market,0
64,unemployment in the euro area has practically receded to precrisis levels,0
65,as a consequence unemployment in some countries in particular among young people remains unacceptably high despite the progress made at the euro area level on average,0
66,over the same period the annual growth rate of the workingage population has fallen from over 1 percent to zero and is projected to turn negative chart 12,0
67,does workers bargaining power depend on traditional narrow measures of unemployment or on broader ones including underemployment,0
68,at the same time the unemployment rate in the euro area has continued its downward trend falling to its lowest level since may 2008,0
69,low short rates however also benefit savers like all other households via an indirect effect  that is the reduction in their unemployment rate and the increase in their labour income,0
70,in addition through the reduction of the unemployment rate of poorer households the indirect effect reduced income inequality,0
71,focusing on the labour market alone there is evidence that countries that implemented reforms directly after the crisis have seen both cyclical and structural unemployment go down,0
72,policies to encourage more people especially older workers to participate in the labour force can help raise rates,0
73,1 by 2013 unemployment had risen by 10 million and eu gdp was some 13 below its precrisis trend,0
74,in addition to the wage dynamics i just mentioned we have observed the unemployment rate moving close to its precrisis low with participation rates being higher than ever,0
75,second and more fundamentally the natural rate of unemployment is unobservable,0
76,10  conclusion to sum up the current low unemployment rate and the recent wage increases do not necessarily imply that higher inflation is around the corner,0
77,the unemployment rate in the euro area was 75 in july this year the lowest level since july 2008,0
78,employment is still increasing the number of people employed has risen by 112 million since the employment trough in mid2013,0
79,the unemployment rate stands at 75 percent its lowest level since july 2008,0
80,although the results need to be treated with caution given the short sample a wage phillips curve regression using household inflation expectations would have provided the best outofsample fit for euro area wage growth over the course of last year,0
81,labour market dynamics remain robust with unemployment at 76 in april the lowest level since august 2008,0
82,moreover households financial situation continues to strengthen in line with further declines in unemployment which supports private consumption,0
83,furthermore euro area unemployment came in at 76 in april the lowest since august 2008,0
84,the euro area unemployment rate currently stands at its lowest level in more than a decade and the wage increases that result from tightening labour markets should continue to underpin household income and private consumption,0
85,take unemployment which has a particularly negative effect on household income for obvious reasons,0
86,as a result the unemployment rate fell from around 12 in early 2014 to 78 in january this year the lowest level in ten years,0
87,but even so youth unemployment remains twice as high as the total unemployment rate,0
88,even before the crisis nearly one in five people aged 15 to 24 was unemployed,0
89,strikingly much of the fall in youth unemployment during the recovery reflected a shrinking young labour force rather than strong employment growth,0
90,since the 1990s social mobility has slowed across the oecd meaning that those in lower income groups have less chance of moving up the ladder,0
91,the social implications of high unemployment for young people are already concerning,0
92,as the young have suffered disproportionately from unemployment in the aftermath of the crisis their risk of poverty has risen significantly,0
93,the rising risk of youth poverty also reflects the design of existing welfare systems which remain tailored to traditional labour markets,0
94,at the same time the eligibility criteria for unemployment benefits remain largely based on factors that disproportionately benefit older workers such as the duration of employment,0
95,there is a significant gap across generations when it comes to recipients of unemployment benefits in the eu,0
96,not all young people have been affected in the same way of course but high youth unemployment and deteriorating economic conditions more generally are something that concern us all not least because they affect social cohesion and could threaten to undermine the european project,0
97,labour market dynamics remain strong with euro area unemployment at 79 in december its lowest level in more than ten years,0
98,the results of their and their representatives determination have been tangible 22 consecutive quarters of economic growth the unemployment rate at its lowest level since october 2008 and wages and incomes on the rise,0
99,the unemployment rate has declined to 79 its lowest level since october 2008,0
100,improving the functioning of the labour market is still an outstanding issue  more than 3 million people remain unemployed and the youth unemployment rate is still above 30,0
101,unemployment rose from 26 in 1973 to 92 in 1985 for the euro area 12,0
102,the unemployment rate declined to 81 in september 2018 which is the lowest level observed since late 2008 and employment continued to increase in the third quarter,0
103,unemployment has been falling too and now stands well below the euro area average,0
104,the tradeoff between unemployment and inflation disappeared,0
105,but there was no fall in unemployment which varied between 4 and 9,0
106,in fact inflation and unemployment had a tendency to rise in tandem,0
107,in other words lower levels of unemployment would not necessarily lead to faster wage increases,0
108,18  furthermore while some savers have seen their financial income reduced by lower interest rates asset purchases have at the same time triggered both a sizeable reduction in unemployment and wage increases for the employed,0
109,euro area unemployment declined to 81 in august its lowest level in almost ten years,0
110,more than two million jobs have been created since the end of 2013 and the unemployment rate has fallen from a peak of more than 26 to 15,0
111,spains unemployment rate remains well above precrisis levels and is roughly the double of the euro area rate,0
112,this situation calls for further reforms to address the duality of the labour market and more effective active labour market policies to reintegrate young people and the longterm unemployed,0
113,the unemployment rate in the euro area has dropped to its lowest level since 2008 and the number of people in employment has increased by more than nine million since mid2013,0
114,there are now 92 million more people employed in the euro area than at the lowpoint in mid2013 and the unemployment rate is at its lowest level for almost a decade,0
115,the unemployment rate fell to 81 in august 2018 its lowest level in ten years,0
116,for example although in the euro area as a whole the recent rise in employment more than compensated for the decline since the crisis the unemployment rate here in centreval de loire increased from 55 in 2008 to 86 last year according to eurostat,0
117,with the help of this programme more than 1500 unemployed young people who here in the centre region have lower qualifications than the national average could already return to education gain a qualification or are now in employment,0
118,this is reflected in the unemployment rate in the euro area which stood at 82 in july,0
119,on the back of the economic expansion which has been underpinned by our monetary policy all of the job losses recorded during the crisis have been recovered and the unemployment rate is at its lowest level for nearly nine years,0
120,moreover narrow unemployment measures are likely to understate the prevailing degree of underemployment,0
121,unemployment in the european community had continually risen from 58 in 1980 to 112 in 1985,0
122,euro area unemployment declined to 82 in july the lowest level in almost ten years,0
123,this is particularly relevant in spain where unemployment declined by almost 11 percentage points from the peak of the crisis to 154 currently,0
124,lower unemployment not only pushes up the disposable income of those who find a job but also reduces the perceived risk of job loss giving workers less incentive to hold precautionary savings,0
125,the unemployment rate stood at 84 in may its lowest level since december 2008 and labour force participation now stands at an alltime high,0
126,furthermore unemployment is at its lowest level since december 2008 despite an increase in the labour force of more than 2,0
127,the unemployment rate is at its lowest level in almost ten years while the number of people employed in the euro area has increased by some eight and a half million since mid2013,0
128,the labour force participation rate in the euro area has risen by 15 percentage points since the crisis and now stands at an alltime high,0
129,also the unemployment rate is at its lowest level for nearly nine years despite an increase in the labour force of more than 2,0
130,measures of slack such as the u6 measure of unemployment also show improvement,0
131,6the u6 measure captures unemployment underemployment ie,0
132,the unemployment rate for instance is based on a narrow definition,0
133,after all unemployment is much higher among those with low incomes than among those with high incomes,0
134,the unemployment rate is at its lowest level since december 2008 despite an increase in the labour force of more than 2,0
135,when looking at slack over the past few years it is also worth considering alternative measures of unemployment,0
136,the u6 measure for example captures unemployment underemployment meaning workers who would like to work more hours and marginal attachment namely those workers who are not competing very actively in the labour market for example because they are not available to start a new job at short notice,0
137,ongoing work at the ecb suggests that the decline in unemployment that followed the introduction of the app had a disproportionately positive impact on lowincome households,0
138,u6 which is at 16 for euro area instead of the usual measure of unemployment standing at 8,0
139,overall this evidence suggests that the shifts in unemployment rates observed since 2007 were mostly triggered by the macroeconomic cycle and not by an increase of structural unemployment as allegedly indicated by very high nairu levels,0
140,growth in the initial years was strong and unemployment declined by more than a fourth within five years,0
141,the unemployment rate in the euro area has dropped to its lowest level since 2008 while the number of people employed has increased by almost eight million since mid2013,0
142,since these workers remained attached to the labour market they represented a broader definition of slack rather than a new category of structurally unemployed workers  and indeed measuring slack in this way helps explain recent low inflation outcomes better,0
143,14  but as i showed before current estimates of structural unemployment do indeed confirm that the initial revisions were exaggerating the impact the recession would have on labour force participation,0
144,and they might currently exaggerate the impact the current expansion might have on lowering structural unemployment,0
145,it would be quite a stretch to claim that the euro area has been in such a highpressure economy up to now that would explain the recent notable downward revisions in structural unemployment,0
146,the structural unemployment is the natural rate of unemployment that the economy would settle at in the long run in the absence of shocks,0
147,the amount of unemployed people in the labour market was bigger than what was measured at the time,0
148,the unemployment gap  a measure of labour market overcapacity  now seems to have closed  although it has again been revised downwards and employment in the euro area is higher than it has ever been,0
149,in practice we are seeing positive signs in fact the difference between the overall unemployment rate and broader measures of slack on the labour market has declined somewhat over the past two years,0
150,the unemployment rate is the lowest since december 2008 despite a 2 increase in the labour force in that time,0
151,we project that unemployment will fall to 72 by 2020,0
152,the unexplained residuals in the model  which in the past were sizeable  are diminishing suggesting the link between unemployment and wages should improve,0
153,the unemployment rate continues to decline and now stands at close to a nineyear low of 87 down by 33 percentage points from its highest level,0
154,additionally the unemployment rate is now at its lowest level for around nine years and continues to decline despite an increase in labour force participation,0
155,the socalled u6 measure captures unemployment underemployment meaning workers who would like to work more hours and marginal attachment which refers to those members of the workforce who are not seeking employment very actively either because for example they are not available to start a new job at short notice or have been discouraged by a fruitless search for work,0
156,the u6 measure currently covers around 17 of the labour force and is thus considerably higher than the unemployment rate,0
157,annual growth in employment has reached its highest level since before the crisis and the unemployment rate fell to 87 in november the lowest rate for nearly nine years,0
158,the unemployment gap  an established measure of labour market slack  is now closed and employment has reached its highest ever level in the euro area,0
159,indeed the difference between the headline unemployment rate and broader measures of labour market slack has already edged down in the past two years,0
160,4 along similar lines the spanish labour market reform is found to have increased the likelihood of exiting from unemployment to employment while the direct transition from temporary to permanent positions is also eased by the reform,0
161,the impact of the 2012 spanish labour market reform on unemployment inflows and outflows a regression discontinuity analysis using duration models,0
162,the number of people unemployed in the euro area declined from 186 million in the second quarter of 2014 to 146 million in the last quarter,0
163,employment in the euro area has reached its highest level ever while unemployment has fallen to its lowest rate since january 2009,0
164,the fact that unemployment has fallen so much while labour participation has been rising is a remarkable success story,0
165,additionally the unemployment rate is now at its lowest level in eight years and continues to decline notwithstanding an increase in labour force participation,0
166,the socalled u6 measure captures unemployment underemployment meaning workers who would like to work more hours and marginal attachment namely those workers that are not competing very actively in the labour market for example because they are not available to start a new job at short notice,0
167,this measure currently covers just below 18 of the labour force and is thus considerably higher than the unemployment rate,0
168,despite the unemployment rate still being too high almost 7 million more people are now employed in the euro area than in mid2013 which implies that the employment losses recorded during the crisis have been offset,0
169,moreover unemployment rates have receded almost everywhere across the euro area,0
170,despite the fact that unemployment is still too high in some countries notably as regards young people it is worth mentioning that it came down the most in several of those countries where it had previously been especially high,0
171,at the same time the present unemployment rate is the lowest in the last 37 years and is well below the european average,0
172,unemployment rates have indeed come down but in particular the number of young and longterm unemployed is still unacceptably high,0
173,gdp per capita rebounded faster and unemployment fell more,0
174,2 these reforms also seem to have made unemployment more responsive to growth,0
175,this ended up disproportionately penalising young people who had weak job protections and meagre support during unemployment,0
176,for example when a broader measurement of unemployment is used unemployment 6 currently just below 18 as opposed to the narrower definition unemployment 3 standing at 91 the slope of the euro area phillips curve appears to have become steeper in recent years,0
177,youth unemployment has declined from its peak above 24 in 2013 to just above 19 recently but still remains above its precrisis level and especially high in some member countries,0
178,the unemployment rate also continues to decline despite an increase in labour force participation and is now at its lowest level in eight years,0
179,we can look back on 17 quarters of economic growth and an unemployment rate that has fallen from around 12 to around 9,0
180,and indeed it seems that the headline unemployment rate doesnt reflect some of the slack in the labour market,0
181,using broader measures of unemployment reveals that the labour market is less tight than the general unemployment rate suggests,0
182,the unemployment rate has fallen to its lowest level in eight years,0
183,youth unemployment in the euro area youth unemployment is not a recent phenomenon,0
184,in europe the worsening labour market performance for young people became apparent in the 1970s when unemployment increased from 46 to 111 by the end of the decade partly due to the substantial increase in supply as the socalled babyboomers entered the labour market,0
185,1 in 2007 when total unemployment in the euro area declined to 75 its lowest level since the early 1980s the unemployment rate for young people was already very high at around 15,0
186,during the great recession and the corresponding cyclical downturn youth unemployment surged markedly,0
187,between 2007 and 2013 it increased by about 9 percentage points in the euro area  twice as much as the overall unemployment rate,0
188,greece and spain entered the crisis with youth unemployment rates of 23 and 18 respectively and reached rates well above 50 by 2013,0
189,in comparison the youth unemployment rate in germany a country less affected by the cyclical downturn declined from about 12 in 2007 to about 8 in 2013,0
190,as a result from its peak in 2013 the youth unemployment rate fell from 24 to around 19 in 2016 but is still about 4 percentage points higher than at the beginning of the crisis in 2007,0
191,however headline unemployment rates give only a partial picture of the labour market situation,0
192,many young people in the euro area are still in education or are not actively seeking employment,0
193,the possible significant social and economic consequences are even more relevant if we look at new measures of labour utilisation taking into account both unemployed people and those not involved in further education or training,0
194,the persistence and heterogeneity of youth unemployment across member states point to continued underlying problems in labour market structures with correspondingly high costs for our societies,0
195,longterm costs of youth unemployment cyclical unemployment can turn structural if people remain unemployed for a long time,0
196,the sense of detachment that is produced by prolonged unemployment has been well documented in several social experiments,0
197,the role of policies  as we have seen there are cyclical and structural reasons for the high rates of youth unemployment,0
198,10  but the rise in youth unemployment has also deeply rooted structural reasons,0
199,the persistence and heterogeneity of youth unemployment rates across the euro area countries even before the crisis as well as the diverse developments during the crisis indicate that there is need for specific policies to improve education and labour market functioning in some countries,0
200,higher levels of education are positively correlated with both greater labour market participation and lower unemployment,0
201,the risk of losing a job is significantly higher for people with low educational attainment,0
202,and this group was severely hit by the crisis with their unemployment rate increasing from about 11 in 2008 to 21 in 2013 in the euro area,0
203,for example in ireland the unemployment rate of young people with an educational attainment below lower secondary education was 275 in 2016 while for young people with tertiary education it was about 11,0
204,the vocational education system together with more flexible wage setting and stronger public support for helping the unemployed to seek and find jobs as well as lower labour market segmentation explain in part why the youth unemployment rate is lower in germany than in france,0
205,in some countries and ireland is one of them some progress in reducing youth unemployment has been achieved,0
206,4 for example gregg p and e tominey 2005 show that an early period of unemployment can lower wages by up to 20 at the age of 42 see gregg p and e tominey 2005 the wage scar from male youth unemployment,0
207,unemployment has fallen to precrisis levels in many countries,0
208,and there is another issue the headline unemployment rate seems to miss some of the slack in the labour market,0
209,the unemployment rate is also continuing to fall despite an increase in labour force participation and is now at its lowest level in eight years,0
210,the socalled u6 measure captures unemployment underemployment meaning workers who would like to work more hours and marginal attachment namely those workers who are not competing very actively in the labour market for example because they are not available to start a new job at short notice,0
211,labour market slack measured in this way currently affects around 18 of the euro area extended labour force and is thus considerably higher than the headline unemployment rate,0
212,euro area unemployment rate has receded despite still too high unemployment rates in some countries see slide 3 chart on the right,0
213,for example it is possible to analyse to what extent not only the gini coefficients but also income and wealth of individual households react to changes in the unemployment rate or to increased growth of wages and asset prices,0
214,as for the variables which affect household income in the bottom two panels the unemployment rate declines by roughly 07 percentage points while wages rise somewhat,0
215,the impulse responses give information about the aggregate response of the intensive wages and the extensive unemployment margin,0
216,to distribute the decline in the unemployment rate across households depending on their demographics such as age education marital status and the number of children a probit model is estimated at the country level with the employment status as the dependent variable,0
217,22 such a model captures some heterogeneity in the probability of employment across households,0
218,the fitted values from the probit model are then used to run a simulation that distributes the aggregate decline in unemployment across households,0
219,23 chart 8 compares the changes in the unemployment rates across income quintiles,0
220,note the numbers in brackets show initial unemployment levels in percent,0
221,the aggregate decline in unemployment following the app disproportionately impacts groups with a higher share of the unemployed such as those in the lowest income quintile,0
222,24 the effect is economically important as in that quintile unemployment rates drop by more than 2 percentage points,0
223,for the remaining income quintiles the drop in the unemployment rates does not exceed 05 percentage points,0
224,these changes in the employment status affect the distribution of income and overall tend to compress income inequality,0
225,the positive overall effect of unemployment reductions and wage increases on the income distribution is shown on chart 9,0
226,the simulation is undertaken in such a way that the aggregate number of newly employed people is equal to that implied by the aggregate decline in unemployment estimated using the var for each country,0
227,24 the probit model also implies a second dampening effect whereby the probability of employment for the households in the lowest income quintile is lower than for others,0
228,however this effect is relatively small compared to how disproportionately the unemployed are represented in the lowest quintile,0
229,first the newly employed households receive a wage determined by estimates from a heckman selection model,0
230,2 unemployment is at its lowest level in eight years,0
231,as the unemployment rate continues to decline despite a rise in labour force participation households real disposable income is improving,0
232,the socalled u6 measure captures unemployment underemployment meaning workers who would like to work more hours and marginal attachment namely those workers that are not competing very actively in the labour market eg,0
233,this measure currently covers 18 of the labour force in the euro area and is thus considerably higher than the unemployment rate,0
234,they ensure that crises do not lead to persistently high unemployment,0
235,the unemployment gap  the difference between actual unemployment and the nonaccelerating inflation rate of unemployment nairu  is narrowing and is forecast by the commission to close within the next two years,0
236,another reason why there is some uncertainty over slack is the correct notion of unemployment  that is there may be residual slack in the labour market that is not being fully captured in the headline unemployment measures,0
237,unemployment in the euro area has risen during the crisis but so too has the number of workers who are underemployed meaning that they would like to work more hours or who have temporary jobs and want permanent ones,0
238,if one uses a broader measure of labour market slack including the unemployed underemployed and those marginally attached to the labour force  the socalled u6  that measure currently covers 18 of the euro area labour force,0
239,as shown in the united states the gap between the headline unemployment rate and those broader measures typically opens in recessions and shrinks in expansions,0
240,unemployment has fallen to its lowest level since 2009,0
241,the first point to consider is whether the crisis has had a significant effect on labour participation  that is the size of the total labour force,0
242,but even though labour force participation has held up relatively well in the euro area the second issue we need to look at is the composition of the unemployed,0
243,it might be the case that given the depth and severity of the crisis some workers have remained in the labour force but have been without a job for so long that they have become virtually unemployable  that is that they have become structurally unemployed,0
244,what we see here is that in certain countries where unemployment rose sharply and where there was a strong sectoral dimension to the crisis estimates of structural unemployment have indeed risen significantly,0
245,at face value this would suggest that virtually all of the unemployment that we currently observe in spain is of a structural nature  and that the crisis has left permanent and irreversible scars,0
246,5  today commission staff believe that structural unemployment in the euro area is closer to 9  compared with an actual unemployment rate of 95 in march 2017,0
247,in other words without the significant downward revisions of recent years we would currently face a negative unemployment gap in the euro area,0
248,if structural unemployment had indeed risen during the crisis to the extent suggested then we would have expected inflationary pressures to emerge much more rapidly since the unemployment gap would have been closing faster than otherwise,0
249,despite a rapid fall in the unemployment rate wages have remained stubbornly low,0
250,these analyses therefore do offer one useful conclusion that slack may be larger and that structural unemployment may perhaps not have risen by as much as some estimates suggest,0
251,currently there are more than seven million underemployed parttime workers across the euro area  those who would like to work more hours but cannot  an increase of around one million since the crisis,0
252,recent estimates by ecb staff  which you can see on the righthand side of slide 4  suggest that broader measures of labour market slack including the unemployed underemployed and those marginally attached to the labour force currently affect around 18 of the extended euro area labour force,0
253,still while the labour market has proven surprisingly resilient to the repercussions of the doubledip recession the perils of hysteresis  of real scars  remain you can see on slide 6 that longterm unemployment as a share of total unemployment has increased from levels around 45 before the outbreak of the crisis to 50 today and has barely declined in recent years,0
254,in other words one in every two of the more than 15 million currently unemployed face the risk of becoming increasingly detached from the labour market,0
255,some of the longterm unemployed will be absorbed back into the labour force as the recovery continues and some of the marginally attached will also rejoin,0
256,this is particularly worrisome for younger generations for whom extended spells of unemployment at the start of their working lives may lead to lifelong scarring effects  including a higher propensity for further spells of unemployment which are likely to constrain labour market choices and earnings throughout their working lives,0
257,this is consistent with a lower degree of matching efficiency postcrisis with the unemployment level still remaining high despite rising labour demand over the duration of the recovery,0
258,at the same time we need to monitor carefully developments in longterm unemployment labour force participation rates and hours worked with a view to informing our assessment on the likely evolution of structural unemployment,0
259,should the share of longterm unemployed stabilise at one point with no convincing signs of further likely downward adjustments the risks of inflationary pressures starting to emerge at higher levels of unemployment would increase,0
260,the answer therefore has to address the structural causes of low trend growth and longterm unemployment through policies supporting productivity and minimising both dualities in the labour market and social exclusion,0
261,4 participation rates have fallen for the under25s and remain some way below their precrisis levels  in part reflecting higher enrolment rates as young people exercise their outside option of staying in education in the face of less advantageous labour markets,0
262,five million more people are employed now than were in 2013 and unemployment though still too high is at an eightyear low,0
263,and unemployment in the euro area is at its lowest point since may 2009,0
264,the euro area unemployment rate stands at its lowest level since april 2009,0
265,unemployment is at its lowest point since may 2009,0
266,and unemployment has declined to 95 in february 2017 the lowest level since may 2009,0
267,this is evidenced by 15 consecutive quarters of positive real gdp growth unemployment at its lowest level since 2009 and over four and a half million more people employed now than was the case three years ago,0
268,decomposing the forces that have weighed on wage growth3 we find two principal drivers first the stillhigh unemployment rate and its effect on wage bargaining dynamics and second a belowaverage contribution from past inflation in wage formation caused by the last few years of exceptionally low headline inflation,0
269,the unemployment rate is back down to singledigit figures and over four million more europeans are employed now than three years ago,0
270,economic sentiment is at its highest level in nearly six years and unemployment is at its lowest level in nearly eight years,0
271,the unemployment rate has reached its lowest level since 2009,0
272,economic sentiment is at its highest level in nearly six years and unemployment is back to singledigit figures,0
273,in the euro area the seasonally adjusted unemployment rate fell to 96 in december,0
274,unemployment has fallen to 96 its lowest level since may 2009,0
275,compared to 2013 there are 35 million fewer unemployed in the euro area a decrease by more than 18,0
276,the unemployment rate fell to 96 in december its lowest rate since may 2009,0
277,the unemployment rate is back to a singledigit figure,0
278,its unemployment has fallen from close to 11 in 2005 to under 4 today and that was during the worst recession since the 1930s,0
279,yet it has seen its unemployment fall from more than 15 in 2012 to 7 today not least because of its flexible labour market and successful industrial strategy aimed at attracting fdi,0
280,unemployment is at a sevenyear low,0
281,but in other euro area countries unemployment remains very high especially among young people,0
282,there are many reasons for this ranging from rising unemployment a larger number of single parents reduced spending on education through to steady deindustrialisation,0
283,reducing the structural unemployment rate and increasing participation rates to the average levels of the top three economies in the euro area is in many cases sufficient to offset the demographic drag even assuming output per worker remains the same,0
284,the current high rates of youth unemployment are likely compromising the future productivity of this generation  and its precisely this group which will have to support a larger number of dependants than previous generations did,0
285,the unemployment rate peaked at 265 in 2013 but is now at 19,0
286,the high rates of structural unemployment duality in the labour market and people being discouraged from entering the labour market have also a human as well as an economic cost,0
287,reducing unemployment is socially positive from a distributional point of view,0
288,the distributional impacts of lower unemployment and higher participation are positive,0
289,all these efforts need to go hand in hand with policies to alleviate the costs for the most vulnerable members of society and to help the economy escape the trap of high and longterm unemployment and increased inequality,0
