,Parsed_Text,label
271,"the latest euro 
area seasonally adjusted unemployment rate was 122 in may 2013",0
272,recall that during the great depression the unemployment rate rose to 24 percent,0
273,"the area of labour markets is particularly important if the unemployment rate is to be lowered in a
lasting manner",0
274,the unemployment rate is at its lowest level since december 2008 despite an increase in the labour force of more than 2,0
275,"as you 
might expect the slow recovery in the labor market has been mirrored in only a modest 
recovery in households wage and salary income",0
276,pay growth has been subdued during the recession and that has helped to ensure that unemployment has risen far less than many commentators feared,0
277,"unemployment is no longer falling
and is expected to rise in the period ahead",0
278,"the unemployment rate is likely
to remain close to its recent very low levels",0
279,are we going into a recession and does that mean a big rise in the unemployment rate,0
280,participation in the labour force and employment has increased the unemployment rate decreased to 124 in 2018 q2 and wages have started to trend upward,0
281,"more important unemployment rates in my judgment are likely to remain higher and 
linger longer than in recent recessions",0
282,"as that chart shows outturns for wages in 2013 and 2014 were considerably below the past 
relationship which would otherwise suggest that unemployment would be expected to be 
around 10 given the observed decline in w ages",0
283,it is there that measures must be taken in order to tackle problems withemployment and unemployment,0
284,"let me stress that social partners share responsibility for ensuring that wage settlements fully 
take into account the need to reduce unemployment and to enhance labour market access 
and employment",0
285,with the return to positive growth rates last year the upward trend in the unemployment rate came to an end in most euro area countries,0
286,i would suggest a reading where wage inflation accelerates significantly only once unemployment and economic slack have sufficiently been reduced,0
287,"estimates of monthly job gains needed to keep the unemployment rate steady 
range widely from around 75000 per month to 150 000 per month depending on what 
happens to labor force participation among other things",0
288,in fact the unemployment rate for december 2013 reached 37 percent close to the lowest point in recent years of 36 percent which was attained in july 2007,0
289,our unemployment rate is the lowest it has been in about 30 years and a greater proportion of the population is now working than ever before,0
290,"then for a given number of job openings the number of the unemployed who are qualified for those jobs is smaller and the unemployment rate is higher than it would have 
been before the mismatch problem worsened",0
291,the unemployment rate has risen to 98 percent,0
292,prepandemic forecasts for the 2020q4 unemployment rate ranged from 32 to 4 percent,0
293,unemployment was in double digits and still rising,0
294,"this has contributed to
maintaining low unemployment",0
295,"although this outcome reflects in part a cyclical rebound part of the 
decline in the unemployment rate may well be due to the impact of structural reforms",0
296,"for example under  this scenario the unemployment rate is 
anticipated to average more than 10 in 2010 considerably higher than the consensus economic forecast",0
297,but even at plausible stretch targets its effects on resident labour force growth will be quite limited,0
298,high levels of debt and high housing costs can also reinforce the existing distribution of wealth in our society making social and geographic mobility more difficult,0
299,and the unemployment rate is at a near 20year low notjust for the uk as a whole but in nearly every region in the kingdom,0
300,"and unemployment has fallen from a peak of 10 ½ on a
claimant count basis at the beginning of 1993 to the present rate of 4",0
301,the unemployment ratefor adults with a high school education or less fell from 4¾ percent in 1998 to around 4 percent by themiddle of last year,0
302,the number of unemployed in the eu has reached around 22 million,0
303,we should appreciate the achievements the number of jobs in the euro area has now passed the precrisis peak of 2008 and the unemployment rate is continuing to fall,0
304,while people can disagree about the extent to which the labor market has healed it is clear that the labor market is in much better shape than it was in 2009 when unemployment reached its peak of 10 percent,0
305,the 54 unemployment rate in 1996 was thelowest annual rate since 1988 and before that since 1973,0
306,unemployment rates in all three countries have nonetheless been on a downward trend since 2009,0
307,and i anticipate the unemployment rate to edge up over the next year to between 4 and 412 percent,0
308,"there exists the real possibility that cyclical unemployment could evolve into structural 
unemployment while the social implications of persistent high unemployment levels 
especially among the youth in the euro zone should not be underestimated",0
309,the resident unemployment rate should continue to gradually decline,0
310,"differences in unemployment experiences and youth unemployment  reflect shocks and 
institutions  
the impressive aggregate figures mask large differences across countries and across worker 
groups",0
311,as of october 2019 unemployment and underemployment rates in the country are both at a historic low of 45 percent and 130 percent respectively,0
312,during the past three months unemployment has been around 9 per cent as a share of the labour force,0
313,their latest unemployment rate is roughly 27 percent,0
314,"ou r assessment of unemployment was that it would 
fall relatively quickly over the coming quarters and then decrease at a slower rate",0
315,"unemployment has declined 
significantly dropping from 9 in 1999 to 73 recently a development which is particularly 
welcome",0
316,"this contradicts the view that the unemployment rate has understated labor 
market slack",0
317,personally i expect that over the long run the unemployment rate will converge to just over 5 percent,0
318,and conversely the smallest increases in saving have been for those who have become less concerned about losing their job,0
319,"many families fo und themselves trapped in negative equity 
and the unemployment rate was above 8",0
